Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total valid votes polled +NOTA,% votes polled
327,Bansgaon,PUSHPA DEVI,F,43,SC,BMUP,798,0,798,370785,178818,0.45167680769775
327,Bansgaon,RAM SINGH,M,49,SC,JANADIP,742,0,742,370785,178818,0.419980189613697
327,Bansgaon,SAVITRI,F,36,SC,HAPA,637,0,637,370785,178818,0.360549030706099
328,Chillupar,VINAY SHANKAR TIWARI,M,49,GEN,BSP,77985,192,78177,431450,220317,35.8931154013912
328,Chillupar,RAJESH TRIPATHI,M,52,GEN,BJP,74704,114,74818,431450,220317,34.3509102178554
328,Chillupar,RAM BHUAL NISHAD,M,57,GEN,SP,55299,123,55422,431450,220317,25.4456968389155
328,Chillupar,YOGESH MANI TIWARI,M,28,GEN,NINSHAD,3240,1,3241,431450,220317,1.48802828217901
328,Chillupar,None of the Above,,,,NOTA,2508,4,2512,431450,220317,1.15332522210234
328,Chillupar,POONAM GUPTA,F,34,GEN,IND,1418,0,1418,431450,220317,0.651041068845986
328,Chillupar,GANESH SHANKAR SINGH SAINTHWAR,M,41,GEN,BMUP,1276,0,1276,431450,220317,0.585845136704851
328,Chillupar,RADHESHYAM,M,44,GEN,JANADIP,1228,0,1228,431450,220317,0.563807075136016
328,Chillupar,SONIYA SHUKLA,F,37,GEN,IND,1122,0,1122,431450,220317,0.515139689171507
328,Chillupar,SINDH VIJAY YADAV,M,40,GEN,IND,1103,0,1103,431450,220317,0.50641628980051
329,Khadda,JATASHANKER TRIPATHI,M,48,GEN,BJP,82425,112,82537,311729,195328,42.7236681367373
329,Khadda,VIJAY PRATAP KUSHWAHA,M,38,GEN,BSP,43908,132,44040,311729,195328,22.7964469842847
329,Khadda,VIJENDRA PAL YADAV,M,34,GEN,SP,34803,179,34982,311729,195328,18.1077499637659
329,Khadda,NISAR AHMAD,M,52,GEN,AIMIM,8900,3,8903,311729,195328,4.60846429384848
329,Khadda,KISHOR KUMAR,M,56,GEN,PECP,7121,5,7126,311729,195328,3.68863490485952
329,Khadda,AJAY GOVIND RAO,M,44,GEN,SHS,4715,6,4721,311729,195328,2.4437335652318
329,Khadda,None of the Above,,,,NOTA,2140,0,2140,311729,195328,1.10772925854608
329,Khadda,RAJKUMAR TULSYAN,M,45,GEN,IND,2115,5,2120,311729,195328,1.09737664865313
329,Khadda,DHANANJAY,M,42,GEN,RLD,1932,2,1934,311729,195328,1.00109737664865
329,Khadda,VIJAI YADAV,M,45,GEN,IND,1548,1,1549,311729,195328,0.801809636209288
329,Khadda,HASINA,F,31,GEN,IND,1412,0,1412,311729,195328,0.730894258442553
329,Khadda,VIJAY KUSHWAHA,M,28,GEN,IND,1371,0,1371,311729,195328,0.709671408161998
329,Khadda,CHHOTELAL,M,60,GEN,IND,821,0,821,311729,195328,0.424974636105762
329,Khadda,LACHHAN PRASAD PRAJAPATI,M,50,GEN,JHJBP,590,0,590,311729,195328,0.305401991842143
329,Khadda,RAJANISH KUSHWAHA,M,31,GEN,IND,573,0,573,311729,195328,0.296602273433133
329,Khadda,RAMDHANI,M,39,GEN,JANADIP,509,0,509,311729,195328,0.26347392177568
330,Padrauna,SWAMI PRASAD MAURYA,M,62,GEN,BJP,93269,380,93649,348913,210742,44.7901321956726
330,Padrauna,JAVED IQBAL,M,46,GEN,BSP,52822,275,53097,348913,210742,25.3950565323028
330,Padrauna,SHIVKUMARI DEVI,F,60,GEN,INC,40804,358,41162,348913,210742,19.6868244341987
330,Padrauna,RAJENDRA ALIAS MUNNA YADAV,M,47,GEN,PECP,8307,22,8329,348913,210742,3.98356641349888
330,Padrauna,RAJESH PRASAD SAINI,M,55,GEN,IND,2195,1,2196,348913,210742,1.05029557498422
330,Padrauna,AJAY KUMAR ALIYAS PAPPU PANDEY,M,36,GEN,IND,1672,5,1677,348913,210742,0.802069981442865
330,Padrauna,None of the Above,,,,NOTA,1657,1,1658,348913,210742,0.792982724646554
330,Padrauna,RAMPRATAP,M,38,GEN,IND,1594,0,1594,348913,210742,0.762373017543188
330,Padrauna,DR. PARSHURAM MISHRA,M,69,GEN,IND,1580,8,1588,348913,210742,0.759503357502248
330,Padrauna,RAMESH,M,31,GEN,BMUP,1469,2,1471,348913,210742,0.703544986703909
330,Padrauna,KANHAIYA PANDEY,M,62,GEN,RLD,1224,0,1224,348913,210742,0.585410648351859
330,Padrauna,VIJAY KUMAR CHAURASIYA,M,54,GEN,IND,954,0,954,348913,210742,0.456275946509537
330,Padrauna,KANHAIYA SHARMA,M,37,GEN,IND,938,1,939,348913,210742,0.449101796407186
330,Padrauna,RAJU  SINGH PATEL,M,43,GEN,IND,752,0,752,348913,210742,0.359664058464541
330,Padrauna,ARVIND,M,53,GEN,IND,452,0,452,348913,210742,0.216181056417516
331,Tamkuhi Raj,AJAY KUMAR LALLU,M,38,GEN,INC,60980,231,61211,378534,215288,28.8754286900365
331,Tamkuhi Raj,JAGADISH MISHRA  ALIAS  BALTI BABA,M,70,GEN,BJP,43052,45,43097,378534,215288,20.3304038531392
331,Tamkuhi Raj,BIJAY RAI,M,45,GEN,BSP,41552,133,41685,378534,215288,19.6643127043206
331,Tamkuhi Raj,DR.P.K.RAI,M,67,GEN,NINSHAD,29712,47,29759,378534,215288,14.0383898708859
331,Tamkuhi Raj,NANDKISHOR MISHRA,M,62,GEN,IND,23365,58,23423,378534,215288,11.0494709481421
331,Tamkuhi Raj,None of the Above,,,,NOTA,3304,1,3305,378534,215288,1.55908728530118
331,Tamkuhi Raj,SHRIKANT MISHRA,M,35,GEN,IND,3206,4,3210,378534,215288,1.51427237089767
331,Tamkuhi Raj,VISHNU PRABHAKAR,M,38,GEN,IND,2857,1,2858,378534,215288,1.34822131963412
331,Tamkuhi Raj,RANJAN RAI NIRALA,M,30,GEN,BASAPA,1891,0,1891,378534,215288,0.892052664600463
331,Tamkuhi Raj,MUNIR AHAMAD,M,65,GEN,NCP,1094,0,1094,378534,215288,0.51607911955204
331,Tamkuhi Raj,CHANDAN SINGH,M,28,GEN,IND,944,1,945,378534,215288,0.445790464329687
331,Tamkuhi Raj,VINOD KUMAR BHARTI,M,35,SC,BMUP,674,0,674,378534,215288,0.317950024294401
331,Tamkuhi Raj,SUBHASH,M,42,GEN,LD,661,0,661,378534,215288,0.311817457060236
331,Tamkuhi Raj,NURUL HODA,M,39,GEN,RAJAP,604,0,604,378534,215288,0.284928508418128
331,Tamkuhi Raj,SWAMINATH,M,58,GEN,RLD,492,0,492,378534,215288,0.232094083016091
331,Tamkuhi Raj,KESHAV PAL,M,32,GEN,POOPEP,379,0,379,378534,215288,0.178787921672964
332,Fazilnagar,GANGA,M,80,GEN,BJP,102505,273,102778,382962,214409,48.5722927437877
332,Fazilnagar,VISHWNATH,M,78,GEN,SP,60418,438,60856,382962,214409,28.7601962211363
332,Fazilnagar,JAGDISH SINGH,M,78,GEN,BSP,34055,195,34250,382962,214409,16.1863533681793
332,Fazilnagar,None of the Above,,,,NOTA,2809,2,2811,382962,214409,1.32846246183801
332,Fazilnagar,MOHAN,M,38,GEN,CPI,2577,4,2581,382962,214409,1.21976578228528
332,Fazilnagar,AZIMULLAH ALIAS GUDDU,M,46,GEN,PECP,2206,4,2210,382962,214409,1.04443331222412
332,Fazilnagar,SUNIL ALIAS MANOJ SINGH,M,33,GEN,IND,1963,3,1966,382962,214409,0.929120313046437
332,Fazilnagar,BIRJA,M,45,GEN,IND,1050,0,1050,382962,214409,0.49622397187119
332,Fazilnagar,RAJMANGAL YADAV,M,46,GEN,BMUP,1000,2,1002,382962,214409,0.473539447442792
332,Fazilnagar,SAHARUN NISA,F,32,GEN,IND,893,0,893,382962,214409,0.422026673219974
332,Fazilnagar,JAWAHAR LAL YADAV,M,53,GEN,RLD,816,1,817,382962,214409,0.386109509541678
332,Fazilnagar,RAJKUMAR,M,42,GEN,IND,808,0,808,382962,214409,0.381856161211354
332,Fazilnagar,SAROJ AHAMAD,M,48,GEN,NCP,735,0,735,382962,214409,0.347356780309833
332,Fazilnagar,NANDLAL GUPT VIDROHI,M,55,GEN,IND,582,2,584,382962,214409,0.275995047212166
332,Fazilnagar,ARCHANA PANDEY,F,46,GEN,IND,550,0,550,382962,214409,0.259926842408718
332,Fazilnagar,VINOD,M,40,GEN,BASAPA,518,0,518,382962,214409,0.24480382612312
333,Kushinagar,RAJNIKANT MANI TRIPATHI,M,58,GEN,BJP,96775,357,97132,354951,203549,48.2425338107986
333,Kushinagar,RAJESH PRATAP RAV ALIAS BANTI BHAIYA,M,43,GEN,BSP,48732,297,49029,354951,203549,24.3512250361327
333,Kushinagar,BRAHMASHANKAR TRIPATHI,M,64,GEN,SP,45983,386,46369,354951,203549,23.0300832915303
333,Kushinagar,None of the Above,,,,NOTA,2206,2,2208,354951,203549,1.09664698198579
333,Kushinagar,ZAKIR ALI,M,72,GEN,NCP,1763,1,1764,354951,203549,0.876125577999513
333,Kushinagar,SATVANT YADAV,M,32,GEN,PECP,1725,1,1726,354951,203549,0.857252124505193
333,Kushinagar,VIDAYA SAGAR SINGH,M,26,GEN,BSCP,1358,0,1358,354951,203549,0.674477627507562
333,Kushinagar,SUDHAKAR PANDEY,M,45,GEN,IND,1085,0,1085,354951,203549,0.538886764245732
333,Kushinagar,RADHIKA DEVI,F,45,SC,IND,1011,0,1011,354951,203549,0.502133196914687
333,Kushinagar,AMBRISH KUMAR SRIVASTAV,M,42,GEN,IND,964,0,964,354951,203549,0.478789714961185
333,Kushinagar,MANISH KUMAR GUPTA,M,27,GEN,JANADIP,903,0,903,354951,203549,0.448492855404513
334,Hata,PAWAN KUMAR,M,52,GEN,BJP,103712,152,103864,352915,208257,50.3402415618154
334,Hata,RADHESHYAM SINGH,M,53,GEN,SP,50559,229,50788,352915,208257,24.6156530505419
334,Hata,VIRENDRA,M,38,GEN,BSP,42465,186,42651,352915,208257,20.671855915938
334,Hata,AJAY RAV,M,39,GEN,NINSHAD,2364,2,2366,352915,208257,1.14674007871115
334,Hata,None of the Above,,,,NOTA,1933,0,1933,352915,208257,0.936875981466044
334,Hata,SHAILENDRA PRATAP SINGH ALIAS HIMALAY,M,35,GEN,IND,1432,0,1432,352915,208257,0.694054012136252
334,Hata,ANIL,M,51,SC,RLD,1328,0,1328,352915,208257,0.643647854830267
334,Hata,RANAPRATAP,M,36,GEN,BSCP,1179,1,1180,352915,208257,0.571916015587135
334,Hata,MAHENDRA,M,46,GEN,IND,827,0,827,352915,208257,0.400825885500475
334,Hata,VRIJEMOHAN,M,36,GEN,SHS,800,0,800,352915,208257,0.387739671584498
334,Hata,MAMATA SINGH,F,26,GEN,SATKP,464,1,465,352915,208257,0.22537368410849
334,Hata,ARTI,F,36,GEN,ADUP,340,0,340,352915,208257,0.164789360423412
334,Hata,JAMASED AALAM BEG,M,37,GEN,RAJAP,283,0,283,352915,208257,0.137162908823016
335,Ramkola,RAMANAND BAUDH,M,47,SC,SBSP,102658,124,102782,346086,197263,52.9479339992479
335,Ramkola,PURNMASI DEHATI,M,59,SC,SP,46850,203,47053,346086,197263,24.23925530216
335,Ramkola,VIJAY KUMAR,M,41,SC,BSP,28367,104,28471,346086,197263,14.6667765648906
335,Ramkola,BUDDHA UPASAK KASHYAP,M,32,SC,NINSHAD,6587,15,6602,346086,197263,3.40100659904492
335,Ramkola,None of the Above,,,,NOTA,3139,5,3144,346086,197263,1.61962507534038
335,Ramkola,MAHENDRA PRASAD,M,64,SC,IND,1861,7,1868,346086,197263,0.962296323389261
335,Ramkola,CHANDARIKA,M,55,SC,RLD,1527,1,1528,346086,197263,0.787146028982222
335,Ramkola,MADANLAL ALIAS BAGGHA BHAI,M,54,SC,UPRP,1466,0,1466,346086,197263,0.755206857649174
335,Ramkola,RAMMURAT PASWAN,M,70,SC,IND,1354,1,1355,346086,197263,0.698025438004523
335,Ramkola,SITARAM MORYA,M,53,SC,BMUP,1207,0,1207,346086,197263,0.621783545144988
335,Ramkola,MRITYUNJAI KUMAR,M,33,SC,IND,927,0,927,346086,197263,0.477542126221545
335,Ramkola,CHHEDI,M,46,SC,BASAP,860,0,860,346086,197263,0.443027215264863
336,Rudrapur,JAI PRAKASH NISHAD,M,59,GEN,BJP,77640,114,77754,293183,164353,48.0580003955696
336,Rudrapur,AKHILESH PRATAP SINGH,M,56,GEN,INC,50811,154,50965,293183,164353,31.5003214003165
336,Rudrapur,CHANDRIKA NISHAD,M,56,GEN,BSP,23016,65,23081,293183,164353,14.2658475079114
336,Rudrapur,KAUSHAL PANDEY,M,44,GEN,NINSHAD,2589,2,2591,293183,164353,1.60143888449367
336,Rudrapur,None of the Above,,,,NOTA,2560,1,2561,293183,164353,1.5828965585443
336,Rudrapur,VEER SEN SINGH YADAV,M,32,GEN,IND,1856,0,1856,293183,164353,1.14715189873418
336,Rudrapur,AWADH NARAYAN,M,61,GEN,MNVP,1431,0,1431,293183,164353,0.88446894778481
336,Rudrapur,SABBIR AHAMAD,M,46,GEN,IND,1327,1,1328,293183,164353,0.820806962025316
336,Rudrapur,PRABHA SHANKAR TRIPATHI,M,39,GEN,IND,732,0,732,293183,164353,0.452432753164557
336,Rudrapur,RAMPRAVESH ALIAS PAHALWAN SADHU YADAV,M,27,GEN,ADVP,707,2,709,293183,164353,0.438216969936709
336,Rudrapur,SHESHNATH,M,29,GEN,JANADIP,459,0,459,293183,164353,0.283697587025316
336,Rudrapur,RAMBRICHH RAO,M,67,SC,BASAP,453,0,453,293183,164353,0.279989121835443
336,Rudrapur,KUMARI KUNJAWATI,F,44,SC,BSNPTY,433,0,433,293183,164353,0.267627571202532
337,Deoria,JANMEJAI SINGH,M,72,GEN,BJP,87734,296,88030,324208,183289,48.4082947940324
337,Deoria,J.P. JAISWAL,M,54,GEN,SP,41661,133,41794,324208,183289,22.9828044146517
337,Deoria,ABHAY NATH TRIPATHI,M,48,GEN,BSP,28991,227,29218,324208,183289,16.067176613564
337,Deoria,VIJAY PRATAP YADAV,M,40,GEN,PECP,12631,65,12696,324208,183289,6.98161661598359
337,Deoria,RAKESH KUMAR PATHAK,M,41,GEN,CPI,1791,0,1791,324208,183289,0.984883062320937
337,Deoria,BAKRIDAN,M,43,GEN,IND,1737,0,1737,324208,183289,0.955188095617793
337,Deoria,NITYANAND PANDEY,M,57,GEN,IND,1443,5,1448,324208,183289,0.796265033076893
337,Deoria,None of the Above,,,,NOTA,1439,1,1440,324208,183289,0.791865778750502
337,Deoria,MANNU TIWARI,F,37,GEN,IND,952,0,952,324208,183289,0.52351126484061
337,Deoria,KRISHNA,F,53,GEN,RLD,819,1,820,324208,183289,0.450923568455147
337,Deoria,RAJU CHAUHAN,M,35,GEN,MOP,657,0,657,324208,183289,0.361288761554916
337,Deoria,NARENDRA MANI TRIPATHI,M,74,GEN,LD,610,0,610,324208,183289,0.335443142387365
337,Deoria,VIJAY JUAATHA,M,49,GEN,IND,599,0,599,324208,183289,0.329394167688577
337,Deoria,PUSHPENDRA VERMA,M,38,GEN,JANADIP,557,0,557,324208,183289,0.30629808247502
337,Deoria,SANJAY KUMAR VISWAKARMA,M,43,GEN,MAHAD,523,0,523,324208,183289,0.287601251587856
337,Deoria,UDAI BHAN NISHAD,M,43,GEN,BASAP,417,0,417,324208,183289,0.229311131763166
338,Pathardeva,SURYA PRATAP SHAHI,M,64,GEN,BJP,99588,224,99812,317739,191614,52.487326728508
338,Pathardeva,SHAKIR ALI,M,63,GEN,SP,56577,238,56815,317739,191614,29.8768431459162
338,Pathardeva,NEERAJ,M,39,GEN,BSP,22697,93,22790,317739,191614,11.984392419175
338,Pathardeva,HARUN ALI,M,32,GEN,PECP,4137,2,4139,317739,191614,2.17654235291643
338,Pathardeva,ZAINUL ABEDIN,M,35,GEN,AIMIM,1818,2,1820,317739,191614,0.957068635493574
338,Pathardeva,None of the Above,,,,NOTA,1449,1,1450,317739,191614,0.762499737069056
338,Pathardeva,GUDDU,M,35,SC,IND,1051,2,1053,317739,191614,0.553732567678425
338,Pathardeva,RANJIT,M,41,GEN,RLD,1002,0,1002,317739,191614,0.5269136114091
338,Pathardeva,RAMBADAN SINGH,M,35,GEN,IND,567,0,567,317739,191614,0.298163690288383
338,Pathardeva,PRADEEP,M,40,SC,BSCP,455,0,455,317739,191614,0.239267158873394
338,Pathardeva,DURGA SINGH PATEL,M,66,GEN,ADUP,442,0,442,317739,191614,0.232430954334154
338,Pathardeva,SANJAY SRIVASTAVA,M,45,GEN,BASAP,398,0,398,317739,191614,0.209293031278265
338,Pathardeva,RAMA ISHVAR KURMI,M,46,GEN,BJDI,365,0,365,317739,191614,0.191939588986349
338,Pathardeva,SURAJAN,M,44,SC,BMUP,270,2,272,317739,191614,0.143034433436402
338,Pathardeva,SHANKER LAL,M,77,GEN,BJS,234,0,234,317739,191614,0.123051681706317
339,Rampur Karkhana,KAMLESH SHUKLA,M,64,GEN,BJP,62732,154,62886,328341,192377,33.0379048569702
339,Rampur Karkhana,FASIHA MANZER GHAZALA LARI,F,46,GEN,SP,52680,219,52899,328341,192377,27.7911161312354
339,Rampur Karkhana,GIRIJESH ALIAS GUDDU SHAHI,M,45,GEN,IND,41711,103,41814,328341,192377,21.9674801019202
339,Rampur Karkhana,RAJEEV KUMAR SINGH,M,41,GEN,BSP,22508,102,22610,328341,192377,11.8784312695369
339,Rampur Karkhana,ANAND PRAKASH,M,42,GEN,CPI,2453,1,2454,328341,192377,1.28923796264677
339,Rampur Karkhana,None of the Above,,,,NOTA,2032,0,2032,328341,192377,1.06753526491371
339,Rampur Karkhana,GIRIJESH YADAV,M,39,GEN,IND,1716,2,1718,328341,192377,0.902571646221335
339,Rampur Karkhana,SHIVAJI,M,54,GEN,RLD,1410,1,1411,328341,192377,0.741285560429746
339,Rampur Karkhana,DAROGA YADAV,M,40,GEN,IND,1222,2,1224,328341,192377,0.643042895794478
339,Rampur Karkhana,SHAMBHU SHARAN KUSHWAHA,M,32,GEN,JANADIP,817,7,824,328341,192377,0.43289815860674
339,Rampur Karkhana,SAROJ PANDEY,F,66,GEN,RPI(A),816,0,816,328341,192377,0.428695263862986
339,Rampur Karkhana,ANAND PRAKASH SHAHI,M,32,GEN,SARSAMP,746,0,746,328341,192377,0.391919934855131
339,Rampur Karkhana,SANJAY KUSHWAHA,M,46,GEN,NCP,532,0,532,328341,192377,0.279492500459692
339,Rampur Karkhana,NATTHU YADAV,M,40,GEN,BMUP,411,0,411,328341,192377,0.215923717460401
340,Bhatpar Rani,ASHUTOSH,M,35,GEN,SP,61653,209,61862,315706,181465,34.4777234068641
340,Bhatpar Rani,JAYNATH KUSHWAHA URF GUDDAN,M,50,GEN,BJP,50706,59,50765,315706,181465,28.2930010143457
340,Bhatpar Rani,SABHAKUNWAR,M,62,GEN,BSP,43966,195,44161,315706,181465,24.6123750181133
340,Bhatpar Rani,ASHWANI KUMAR SINGH,M,28,GEN,IND,13472,25,13497,315706,181465,7.52232117976213
340,Bhatpar Rani,None of the Above,,,,NOTA,2039,0,2039,315706,181465,1.13640163632918
340,Bhatpar Rani,RAM PRAVESH YADAV,M,46,GEN,IND,1421,0,1421,315706,181465,0.791969948613913
340,Bhatpar Rani,BASADEV,M,61,GEN,RLD,1221,2,1223,315706,181465,0.681618048666302
340,Bhatpar Rani,SANTOSH KUMAR,M,37,GEN,IND,1120,2,1122,315706,181465,0.625327433036461
340,Bhatpar Rani,DAYANAND,M,61,GEN,ADUP,1023,0,1023,315706,181465,0.570151483062655
340,Bhatpar Rani,JITENDRA,M,40,GEN,IND,948,1,949,315706,181465,0.528908853789306
340,Bhatpar Rani,MAHESH,M,33,GEN,IND,917,0,917,315706,181465,0.511074203292722
340,Bhatpar Rani,SADHUSARAN,M,56,GEN,CPM,859,1,860,315706,181465,0.479306232095683
340,Bhatpar Rani,AMARNATH,M,43,ST,CPI(ML)(L),579,1,580,315706,181465,0.323253040250577
340,Bhatpar Rani,VINDYACHAL,M,52,GEN,RPI,561,0,561,315706,181465,0.31266371651823
340,Bhatpar Rani,BHARTENDU URF MARTAND,M,66,GEN,NAP,485,0,485,315706,181465,0.270306421588844
341,Salempur,KALI PRASAD,M,51,SC,BJP,75958,217,76175,309089,162421,47.4699320745311
341,Salempur,VIJAY LAXMI GAUTAM,F,54,SC,SP,50313,208,50521,309089,162421,31.4831432666542
341,Salempur,RANVIJAY,M,37,SC,BSP,28045,107,28152,309089,162421,17.543466068424
341,Salempur,SATISH KUMAR,M,55,SC,CPM,2279,1,2280,309089,162421,1.42082632267714
341,Salempur,None of the Above,,,,NOTA,1949,2,1951,309089,162421,1.21580357699258
341,Salempur,RAMKRIPAL,M,46,SC,IND,1055,0,1055,309089,162421,0.657443758958061
341,Salempur,MUNNILAL PASWAN,M,61,SC,PECP,811,1,812,309089,162421,0.506013585093787
341,Salempur,RAMESH CHANDA SAHANI,M,62,SC,JANADIP,661,0,661,309089,162421,0.411914999688415
341,Salempur,ARUN KUMAR,M,36,SC,CPI(ML)(L),441,0,441,309089,162421,0.274817722938867
341,Salempur,CHANDESHWAR,M,43,SC,BMUP,373,0,373,309089,162421,0.232442201034461
342,Barhaj,SURESH TIWARI,M,76,GEN,BJP,61836,160,61996,292657,168628,37.0589993424592
342,Barhaj,MURLI MANOHAR JAISWAL,M,27,GEN,BSP,50091,189,50280,292657,168628,30.0555920855999
342,Barhaj,PURNENDU TIWARI URF P.D.TIWARI,M,31,GEN,SP,27624,137,27761,292657,168628,16.5945364337378
342,Barhaj,GIRENDRA PRATAP YADAV,M,38,GEN,IND,18445,44,18489,292657,168628,11.0520652758683
342,Barhaj,JAI PRAKASH KUSHWAHA,M,35,GEN,CPI,2103,3,2106,292657,168628,1.25889174487417
342,Barhaj,None of the Above,,,,NOTA,1338,0,1338,292657,168628,0.799808715404388
342,Barhaj,DR. CHATURANAN OJHA,M,45,GEN,IND,1277,0,1277,292657,168628,0.763345089365772
342,Barhaj,SURESH SINGH YADAV,M,46,GEN,RLD,1002,0,1002,292657,168628,0.598959890011358
342,Barhaj,JAI PRAKASH URF SWAMIJI,M,49,GEN,BSCP,821,0,821,292657,168628,0.490764540618088
342,Barhaj,BIJAI SHANKAR SINGH KAUSHIK,M,58,GEN,HJ,791,2,793,292657,168628,0.474027138502003
342,Barhaj,HAREKRISHAN SINGH VISHEN,M,40,GEN,SASAP,786,1,787,292657,168628,0.47044055233427
342,Barhaj,CHHOTELAL TIWARI,M,26,GEN,SARSAMP,787,0,787,292657,168628,0.47044055233427
342,Barhaj,KLECTOR SHARMA,M,51,GEN,CPI(ML)(L),459,0,459,292657,168628,0.27437384183155
342,Barhaj,RAJESH KUMAR YADAV,M,30,GEN,MAHAD,371,0,371,292657,168628,0.221770578038137
342,Barhaj,RAIN MISHRA URF DIMPU,M,31,GEN,MNVP,360,1,361,292657,168628,0.21579293442525
343,Atrauliya,DR.SANGRAM YADAV,M,46,GEN,SP,74031,245,74276,359276,211210,35.4996893370932
343,Atrauliya,KANHAIYA LAL NISHAD,M,49,GEN,BJP,71703,106,71809,359276,211210,34.3206041198681
343,Atrauliya,AKHAND PRATAP SINGH,M,41,GEN,BSP,56342,194,56536,359276,211210,27.0209816947856
343,Atrauliya,TRILOKI NATH,M,60,SC,CPI,2729,1,2730,359276,211210,1.30478420876547
343,Atrauliya,None of the Above,,,,NOTA,1980,0,1980,359276,211210,0.946327008555178
343,Atrauliya,HARISHCHAND,M,36,GEN,RLD,952,1,953,359276,211210,0.455479615733881
343,Atrauliya,VIDESHI,M,77,SC,IND,812,1,813,359276,211210,0.38856760502796
343,Atrauliya,LAUTAN,M,52,GEN,BSRD,446,2,448,359276,211210,0.214118434258949
343,Atrauliya,LAXMI PRASAD,M,51,GEN,IND,403,1,404,359276,211210,0.193088945179946
343,Atrauliya,ANANT PRASAD,M,43,SC,BMUP,377,0,377,359276,211210,0.180184485972375
343,Atrauliya,SHRAVAN,M,38,GEN,RMGP,369,0,369,359276,211210,0.176360942503465
343,Atrauliya,RAMKRIPAL,M,31,GEN,FDDP,317,0,317,359276,211210,0.151507909955551
343,Atrauliya,YADUNATH,M,39,GEN,ASSP,198,0,198,359276,211210,0.0946327008555179
344,Gopalpur,NAFEES AHMAD,M,39,GEN,SP,70976,4,70980,335970,189300,37.7997539660984
344,Gopalpur,SHRIKRISHNA PAL,M,53,GEN,BJP,56018,2,56020,335970,189300,29.8329419157627
344,Gopalpur,KAMLA PRASAD YADAV,M,55,GEN,BSP,54270,1,54271,335970,189300,28.9015278598778
344,Gopalpur,IMTEYAZ BEG,M,60,GEN,CPI,2351,0,2351,335970,189300,1.25200368518311
344,Gopalpur,None of the Above,,,,NOTA,1521,0,1521,335970,189300,0.809994727844967
344,Gopalpur,CHANDRMOHAN,M,37,GEN,RLD,1117,0,1117,335970,189300,0.594848199212905
344,Gopalpur,ANIRUDDHA RAM PASI,M,54,GEN,ASSP,742,0,742,335970,189300,0.395145357042055
344,Gopalpur,MUNNA LAL,M,36,GEN,IND,592,0,592,335970,189300,0.315264220173715
344,Gopalpur,RAJARAM YADAV,M,41,GEN,BMUP,529,0,529,335970,189300,0.281714142689012
344,Gopalpur,HAUSHILA,F,32,GEN,PMHP,442,0,442,335970,189300,0.235383083305375
344,Gopalpur,VEENA,F,56,SC,BBPP,385,0,385,335970,189300,0.205028251295406
344,Gopalpur,HARIHAR PRASAD PANDEY,M,57,GEN,FDDP,350,0,350,335970,189300,0.18638931935946
345,Sagri,BANDANA SINGH,F,35,GEN,BSP,61980,223,62203,327363,179125,34.9139261679043
345,Sagri,JAIRAM PATEL,M,61,GEN,SP,56434,294,56728,327363,179125,31.8408630396102
345,Sagri,DEVENDRA KUMAR SINGH,M,57,GEN,BJP,40716,70,40786,327363,179125,22.8927767581008
345,Sagri,GOPAL NISHAD,M,55,GEN,IND,5876,0,5876,327363,179125,3.29814044600109
345,Sagri,RITU KHARE,F,39,GEN,NINSHAD,2427,0,2427,327363,179125,1.3622509976931
345,Sagri,VIJAY KUMAR GOND,M,31,GEN,IND,1715,1,1716,327363,179125,0.96317375856669
345,Sagri,SANJAY RAI,M,41,GEN,RSJNP,1515,0,1515,327363,179125,0.850354454678633
345,Sagri,ANURAG YADAV,M,35,GEN,NCP,1472,2,1474,327363,179125,0.827341561845746
345,Sagri,SHREEKANT SINGH,M,65,GEN,CPI,1268,1,1269,327363,179125,0.712277097681311
345,Sagri,DAYA SHANKAR BHATT,M,60,GEN,RLD,981,1,982,327363,179125,0.551186847851101
345,Sagri,None of the Above,,,,NOTA,963,1,964,327363,179125,0.541083626607394
345,Sagri,RANAJEET SINGH ALIAS KAVIJI,M,47,GEN,AD,577,4,581,327363,179125,0.326109530144083
345,Sagri,DHANESH YADAV,M,38,GEN,LD,544,0,544,327363,179125,0.305341797587575
345,Sagri,AJAY KUMAR GAUTAM,M,40,GEN,IND,539,0,539,327363,179125,0.302535347242101
345,Sagri,AWADHESH GAUTAM,M,32,GEN,PMHP,539,0,539,327363,179125,0.302535347242101
345,Sagri,RAJESH KUMAR YADAV,M,57,GEN,BMUP,524,3,527,327363,179125,0.295799866412964
345,Sagri,RADHEY SHYAM YADAV,M,53,GEN,HAPA,455,0,455,327363,179125,0.255386981438137
346,Mubarakpur,SHAH ALAM URF GUDDU JAMALI,M,43,GEN,BSP,70518,187,70705,317233,192991,36.9481038654285
346,Mubarakpur,AKHILESH YADAV,M,54,GEN,SP,69785,232,70017,317233,192991,36.5885777292371
346,Mubarakpur,LUXMAN MOURYA,M,39,GEN,BJP,44412,77,44489,317233,192991,23.2484858619482
346,Mubarakpur,AVINASH YADAV,M,26,GEN,PECP,1697,0,1697,317233,192991,0.886796298134958
