Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total valid votes polled +NOTA,% votes polled
176,Mohanlalganj ,MALTI DEVI RAWAT,F,47,SC,IND,1132,0,1132,341177,222570,0.516661417897845
176,Mohanlalganj ,RAM KUMAR VALMIKI,M,35,SC,IND,1017,0,1017,341177,222570,0.464173729683842
176,Mohanlalganj ,CHHEDA LAL SATHI,M,59,SC,IND,1005,0,1005,341177,222570,0.45869675352238
176,Mohanlalganj ,PUSHPA RAWAT BHEEM,F,35,SC,MAKDL,935,1,936,341177,222570,0.427204140593978
176,Mohanlalganj ,MEERA DEVI,F,30,SC,IND,582,0,582,341177,222570,0.265633343830871
176,Mohanlalganj ,RAKESH KUMAR,M,42,SC,NEP,468,0,468,341177,222570,0.213602070296989
177,Bachhrawan ,RAM NARESH RAWAT,M,52,SC,BJP,65128,196,65324,312697,198147,33.5300941372124
177,Bachhrawan ,SHAHAB SHARAN,M,39,SC,INC,42797,218,43015,312697,198147,22.0791286405026
177,Bachhrawan ,SHYAM SUNDAR,M,53,SC,BSP,33422,160,33582,312697,198147,17.237272997916
177,Bachhrawan ,SUSHIL PASI,M,41,SC,IND,23220,51,23271,312697,198147,11.9447495662707
177,Bachhrawan ,RAM LAL AKELA,M,62,SC,RLD,21625,69,21694,312697,198147,11.1352927287473
177,Bachhrawan ,None of the Above,,,,NOTA,3322,3,3325,312697,198147,1.70668610321216
177,Bachhrawan ,HARISHCHANDRA,M,49,SC,IND,1527,0,1527,312697,198147,0.783792384843601
177,Bachhrawan ,CHANDIKA,M,54,SC,RAJADP,1345,1,1346,312697,198147,0.690887066142427
177,Bachhrawan ,SANT SHARAN,M,39,SC,IND,1032,0,1032,312697,198147,0.529714303312768
177,Bachhrawan ,RAM LAKHAN,M,42,SC,IND,838,2,840,312697,198147,0.43116280502202
177,Bachhrawan ,RAM NARESH,M,35,SC,PECP,780,3,783,312697,198147,0.401905328966954
177,Bachhrawan ,CHANDRA KALI,F,39,SC,IND,724,0,724,312697,198147,0.371621274804694
177,Bachhrawan ,MANJU DEVI,F,30,SC,MWSP,578,0,578,312697,198147,0.296681072979438
177,Bachhrawan ,GURU PRASAD,M,47,SC,IND,573,0,573,312697,198147,0.294114627711449
177,Bachhrawan ,SATYESH KUMAR,M,32,SC,JANADIP,533,0,533,312697,198147,0.273583065567544
178,Tiloi,MAYANKESHWAR SHARAN SINGH,M,46,GEN,BJP,95873,246,96119,339401,195746,49.7564435057641
178,Tiloi,MOHD. SAOOD,M,41,GEN,BSP,51932,140,52072,339401,195746,26.9553108774763
178,Tiloi,VINOD KUMAR MISHRA,M,59,GEN,INC,35709,128,35837,339401,195746,18.5511882761584
178,Tiloi,None of the Above,,,,NOTA,2567,0,2567,339401,195746,1.32881938512985
178,Tiloi,MO. TABARAKH,M,31,GEN,RLD,1967,0,1967,339401,195746,1.01822661883538
178,Tiloi,SITARAM,M,45,GEN,IND,1575,0,1575,339401,195746,0.815306011522992
178,Tiloi,JAG PRASAD,M,39,GEN,MADP,1372,0,1372,339401,195746,0.710222125593362
178,Tiloi,RAMKALP,M,37,SC,IND,956,0,956,339401,195746,0.494877807629194
178,Tiloi,RAGHUWANSH,M,37,GEN,IND,922,1,923,339401,195746,0.477795205482998
178,Tiloi,JASWANT SINGH,M,41,GEN,IND,687,0,687,339401,195746,0.355628717407172
178,Tiloi,IMRAN,M,35,GEN,IND,611,1,612,339401,195746,0.316804621620362
178,Tiloi,SANTOSH KUMAR,M,40,GEN,BMUP,532,0,532,339401,195746,0.275392252781099
178,Tiloi,ROHIT,M,31,GEN,LSPS,526,1,527,339401,195746,0.272803979728645
179,Harchandpur,RAKESH SINGH,M,41,GEN,INC,64808,296,65104,303815,185489,35.5540021735213
179,Harchandpur,KANCHAN LODHI,F,27,GEN,BJP,61258,194,61452,303815,185489,33.5596052710621
179,Harchandpur,MANISH KUMAR SINGH,M,31,GEN,BSP,44868,189,45057,303815,185489,24.6061175339817
179,Harchandpur,None of the Above,,,,NOTA,2375,1,2376,303815,185489,1.29755943051558
179,Harchandpur,RAKESH,M,37,GEN,IND,2275,2,2277,303815,185489,1.2434944542441
179,Harchandpur,SIRAZUL HAQ,M,63,GEN,IND,1633,0,1633,303815,185489,0.891799053043749
179,Harchandpur,ANIL KUMAR,M,34,SC,BMUP,1570,2,1572,303815,185489,0.858486289886573
179,Harchandpur,NARENDRA KUMAR YADAV,M,29,GEN,RLD,1067,1,1068,303815,185489,0.583246410686298
179,Harchandpur,SANJAY KUMAR,M,35,SC,IND,1022,1,1023,303815,185489,0.558671421471987
179,Harchandpur,RAM BARAN,M,64,GEN,JAM,936,2,938,303815,185489,0.512251997400512
179,Harchandpur,HARISHCHANDRA,M,51,SC,BKRP,773,0,773,303815,185489,0.422143703614708
179,Harchandpur,AMIT SINGH,M,37,GEN,IND,744,0,744,303815,185489,0.406306488343263
179,Harchandpur,SUNIL KUMAR TIWARI,M,31,GEN,PECP,657,0,657,303815,185489,0.35879484252893
179,Harchandpur,MOHD. IMRAN,M,26,GEN,IUML,410,0,410,303815,185489,0.223905457285938
179,Harchandpur,RAMCHANDRA,M,25,GEN,MWSP,405,0,405,303815,185489,0.221174902928793
180,Rae Bareli,ADITI SINGH,F,29,GEN,INC,127520,799,128319,351324,207329,62.9381845292107
180,Rae Bareli,MHD. SHAHBAZ KHAN,M,35,GEN,BSP,38905,251,39156,351324,207329,19.2053207508301
180,Rae Bareli,ANITA SRIVASTAVA,F,40,GEN,BJP,28572,249,28821,351324,207329,14.1361872857206
180,Rae Bareli,None of the Above,,,,NOTA,3433,15,3448,351324,207329,1.69118260161565
180,Rae Bareli,MANVENDRA SINGH,M,32,GEN,AABHAP,1529,7,1536,351324,207329,0.753380648515556
180,Rae Bareli,BHARATI PANDEY,F,49,GEN,RLD,1228,5,1233,351324,207329,0.604764544023229
180,Rae Bareli,PIYUSH SHARMA,M,31,GEN,IND,1130,1,1131,351324,207329,0.554735360332743
180,Rae Bareli,JAGDISH PRASAD,M,37,GEN,IND,630,1,631,351324,207329,0.309494263810752
180,Rae Bareli,SONU LAL,M,26,GEN,MWSP,624,4,628,351324,207329,0.30802281723162
180,Rae Bareli,DINESH KUMAR,M,30,GEN,IND,599,0,599,351324,207329,0.293798833633345
180,Rae Bareli,VISHWA NATH VERMA,M,61,GEN,RAJADP,542,1,543,351324,207329,0.266331830822882
180,Rae Bareli,RAJESH KUMAR,M,44,GEN,BMUP,480,1,481,351324,207329,0.235921934854155
180,Rae Bareli,RAMESH KUMAR,M,33,SC,JUSTIP,435,0,435,351324,207329,0.213359753974132
180,Rae Bareli,SABIR KHAN,M,29,GEN,SARP,367,1,368,351324,207329,0.180497447040185
181,Salon ,DAL BAHADUR,M,61,SC,BJP,77810,218,78028,339963,192964,41.1922459667202
181,Salon ,SURESH CHAUDHARY,M,49,SC,INC,61745,228,61973,339963,192964,32.7165512289889
181,Salon ,BRAJ LAL PASI,M,68,SC,BSP,39729,122,39851,339963,192964,21.0379888504097
181,Salon ,None of the Above,,,,NOTA,3539,1,3540,339963,192964,1.86882338035307
181,Salon ,PARASNATH DHANGAR,M,36,SC,RLD,1893,0,1893,339963,192964,0.999345383900667
181,Salon ,AMIT KUMAR,M,27,SC,MWSP,1883,1,1884,339963,192964,0.994594138018414
181,Salon ,RAJ BAHADUR,M,51,SC,IND,1419,3,1422,339963,192964,0.750696849396064
181,Salon ,SUSHIL KUMAR DHANGAR,M,37,SC,IND,1218,3,1221,339963,192964,0.644585691359068
181,Salon ,SIYA RAM,M,38,SC,IND,1156,0,1156,339963,192964,0.610271137765014
181,Salon ,RAM SAJIWAN,M,42,SC,IND,1148,1,1149,339963,192964,0.606575724301039
181,Salon ,FATEH BAHADUR,M,45,SC,JAM,847,0,847,339963,192964,0.447145029140975
182,Sareni,DHIRENDRA BAHADUR SINGH,M,46,GEN,BJP,65653,220,65873,351730,204852,32.5609099042544
182,Sareni,THAKUR PRASAD YADAV,M,49,GEN,BSP,52548,318,52866,351730,204852,26.1315723133653
182,Sareni,ASHOK KUMAR SINGH,M,60,GEN,INC,42100,132,42232,351730,204852,20.875204515909
182,Sareni,DEVENDRA PRATAP SINGH,M,59,GEN,SP,32598,194,32792,351730,204852,16.20902885219
182,Sareni,None of the Above,,,,NOTA,2541,4,2545,351730,204852,1.25798909578018
182,Sareni,HORI LAL,M,59,SC,IND,2036,0,2036,351730,204852,1.00639127662414
182,Sareni,ASHOK KUMAR,M,44,SC,IND,1154,0,1154,351730,204852,0.570420202958869
182,Sareni,RATNA PANDEY,F,38,GEN,RLD,1138,1,1139,351730,204852,0.563005728916943
182,Sareni,RAM BAHADUR,M,56,GEN,JANADIP,1045,3,1048,351730,204852,0.518024586395923
182,Sareni,KAMLESH KUMAR,M,42,SC,BMUP,943,5,948,351730,204852,0.468594759449747
182,Sareni,SHASHI LATA,F,26,GEN,MWSP,835,0,835,351730,204852,0.412739055000568
182,Sareni,RAM NARAYAN,M,46,GEN,SDU,732,1,733,351730,204852,0.362320631515469
182,Sareni,PUSHPANT KUMAR,M,29,GEN,RAJADP,651,0,651,351730,204852,0.321788173419605
183,Unchahar,MANOJ KUMAR PANDEY,M,42,GEN,SP,58851,252,59103,325371,207088,28.891191811156
183,Unchahar,UTKRIST MAURYA,M,31,GEN,BJP,56956,213,57169,325371,207088,27.9457987691315
183,Unchahar,VIVEK VIKRAM SINGH,M,31,GEN,BSP,45158,198,45356,325371,207088,22.1712754984822
183,Unchahar,AJAI PAL SINGH,M,47,GEN,INC,34125,149,34274,325371,207088,16.7540853786705
183,Unchahar,None of the Above,,,,NOTA,2514,3,2517,325371,207088,1.23037967258311
183,Unchahar,MO.JUNAID,M,30,GEN,BMUP,1997,3,2000,325371,207088,0.977655679446256
183,Unchahar,MANJU PAL,F,33,GEN,IND,1587,0,1587,325371,207088,0.775769781640604
183,Unchahar,RADHESHYAM,M,49,GEN,RLD,1295,0,1295,325371,207088,0.633032052441451
183,Unchahar,RAM PAL,M,67,SC,IND,1280,2,1282,325371,207088,0.62667729052505
183,Unchahar,SUDHIR KUMAR,M,36,GEN,JANADIP,697,0,697,325371,207088,0.34071300428702
183,Unchahar,MAHENDRA SINGH,M,38,GEN,RJAP,673,1,674,325371,207088,0.329469963973388
183,Unchahar,AMAR NATH,M,40,GEN,IND,587,0,587,325371,207088,0.286941941917476
183,Unchahar,VIJAY KUMAR,M,30,GEN,MWSP,547,0,547,325371,207088,0.267388828328551
184,Jagdishpur ,SURESH KUMAR,M,35,SC,BJP,84098,121,84219,361697,192972,44.3566056418143
184,Jagdishpur ,RADHEY SHYAM,M,47,SC,INC,67442,177,67619,361697,192972,35.6136895106074
184,Jagdishpur ,JAGDUTT,M,38,SC,BSP,31289,49,31338,361697,192972,16.5051509469737
184,Jagdishpur ,None of the Above,,,,NOTA,3103,1,3104,361697,192972,1.63481998019677
184,Jagdishpur ,TILAKRAJ,M,34,SC,MBCOI,1865,0,1865,361697,192972,0.982261360524154
184,Jagdishpur ,SHOBH NATH,M,40,SC,IND,1239,0,1239,361697,192972,0.652558619672615
184,Jagdishpur ,RAMESHWAR,M,53,SC,IND,1199,0,1199,361697,192972,0.631491351886574
184,Jagdishpur ,RAKENDRA KUMAR,M,29,SC,IND,864,0,864,361697,192972,0.455052984178482
184,Jagdishpur ,RANJANA DEVI,F,29,SC,KTKD,813,0,813,361697,192972,0.42819221775128
184,Jagdishpur ,MUNNA LAL ALIAS RAM JAG,M,32,SC,IND,712,0,712,361697,192972,0.374997366591527
185,Gauriganj,RAKESH PRATAP SINGH,M,44,GEN,SP,77687,228,77915,335745,201048,38.9783534190792
185,Gauriganj,MOHAMMAD NAYEEM,M,54,GEN,INC,51382,114,51496,335745,201048,25.7617825536662
185,Gauriganj,VIJAY KISHOR,M,38,GEN,BSP,33710,138,33848,335745,201048,16.9330591866649
185,Gauriganj,UMA SHANKAR PANDEY,M,65,GEN,BJP,23587,55,23642,335745,201048,11.8273276202768
185,Gauriganj,RAVINDRA KUMAR,M,36,GEN,RLD,1876,0,1876,335745,201048,0.938502098622763
185,Gauriganj,RAM ACHAL,M,58,GEN,IND,1750,0,1750,335745,201048,0.875468375580936
185,Gauriganj,MO. HASSAN LAHRI,M,36,GEN,SARSAMP,1547,0,1547,335745,201048,0.773914044013547
185,Gauriganj,None of the Above,,,,NOTA,1154,1,1155,335745,201048,0.577809127883418
185,Gauriganj,MO. MASOOM,M,28,GEN,IND,1017,0,1017,335745,201048,0.508772193123321
185,Gauriganj,SHRIRAM BAURASI,M,44,SC,IND,975,0,975,335745,201048,0.487760952109379
185,Gauriganj,HARISHCHANDRA,M,47,GEN,MWSP,901,0,901,335745,201048,0.450741146513385
185,Gauriganj,DINESH SHUKLA,M,27,GEN,AVIRP,800,0,800,335745,201048,0.400214114551285
185,Gauriganj,VINOD KUMAR MAURYA,M,33,GEN,BMUP,621,3,624,335745,201048,0.312167009350002
185,Gauriganj,KANS RAJ,M,40,GEN,KTKD,593,0,593,335745,201048,0.29665871241114
185,Gauriganj,JAGPAT LAL,M,56,GEN,IND,557,0,557,335745,201048,0.278649077256332
185,Gauriganj,DR. BAJRANG BAHADUR SINGH,M,41,GEN,LD,541,0,541,335745,201048,0.270644794965306
185,Gauriganj,SHARAD KUMAR PANDEY,M,36,GEN,IND,538,0,538,335745,201048,0.269143992035739
185,Gauriganj,HARI BAKSA,M,48,GEN,IND,529,0,529,335745,201048,0.264641583247037
185,Gauriganj,RAM BHAWAN,M,35,GEN,MANPA,424,0,424,335745,201048,0.212113480712181
185,Gauriganj,MAHADEV PRASAD,M,32,GEN,VP,320,0,320,335745,201048,0.160085645820514
186,Amethi,GARIMA SINGH,F,61,GEN,BJP,63912,314,64226,334587,187717,34.3412307577143
186,Amethi,GAYTRI PRASAD,M,49,GEN,SP,58941,220,59161,334587,187717,31.6330077049347
186,Amethi,RAM JI,M,31,GEN,BSP,30055,120,30175,334587,187717,16.1343791940029
186,Amethi,AMEETA SINH,F,54,GEN,INC,20180,111,20291,334587,187717,10.8494677125273
186,Amethi,BHAGWANDEEN,M,49,SC,IND,1331,0,1331,334587,187717,0.711677173395786
186,Amethi,KESH KUMARI,F,34,GEN,IND,1245,0,1245,334587,187717,0.665693524325885
186,Amethi,KAILASH YADAV,M,38,GEN,IND,1178,0,1178,334587,187717,0.62986905353887
186,Amethi,RAMBARAN,M,42,SC,IND,994,0,994,334587,187717,0.531485432273036
186,Amethi,RAMKUMAR,M,38,GEN,IND,861,0,861,334587,187717,0.460371184292841
186,Amethi,GANESH KUMAR,M,40,GEN,BMUP,839,1,840,334587,187717,0.449142618822284
186,Amethi,HARI OM,M,43,GEN,IND,781,1,782,334587,187717,0.418130390379793
186,Amethi,RAJENDRA PRASAD,M,51,GEN,IND,699,0,699,334587,187717,0.373750822091401
186,Amethi,None of the Above,,,,NOTA,693,1,694,334587,187717,0.37107735412222
186,Amethi,KIRAN,F,25,GEN,IND,637,0,637,334587,187717,0.340599819273565
186,Amethi,KIRAN DEVI,F,30,GEN,BKRD,634,0,634,334587,187717,0.338995738492057
186,Amethi,BABU LAL,M,48,GEN,LD,515,0,515,334587,187717,0.275367200825567
186,Amethi,MATHURA,M,46,SC,IND,505,0,505,334587,187717,0.270020264887206
186,Amethi,SHIV NARAYAN,M,37,SC,IND,501,0,501,334587,187717,0.267881490511862
186,Amethi,KAMLESH,F,38,GEN,IND,485,0,485,334587,187717,0.259326393010485
186,Amethi,SHAILENDRA KUMAR SINGH,M,25,GEN,IND,400,0,400,334587,187717,0.213877437534421
186,Amethi,NATHU RAM,M,59,GEN,JPS,385,0,385,334587,187717,0.20585703362688
186,Amethi,VED PRAKASH,M,62,GEN,IND,345,0,345,334587,187717,0.184469289873438
186,Amethi,SANTOSH KUMAR MISHRA,M,45,GEN,RSHJP,305,0,305,334587,187717,0.163081546119996
186,Amethi,RAJESH PRAJAPATI,M,33,GEN,JANADIP,281,0,281,334587,187717,0.150248899867931
186,Amethi,REETA CHAUHAN,F,31,GEN,BHANYD,247,0,247,334587,187717,0.132069317677505
187,Isauli,ABRAR AHMAD,M,66,GEN,SP,51347,236,51583,339883,191509,27.2561069045141
187,Isauli,OM PRAKASH PANDEY &QUOT;BAJRANGEE&QUOT;,M,48,GEN,BJP,47203,139,47342,339883,191509,25.0151913047614
187,Isauli,YASH BHADRA SINGH &QUOT;MONU&QUOT;,M,38,GEN,RLD,42888,138,43026,339883,191509,22.7346462143269
187,Isauli,DR. SHAILENDRA TRIPATHI,M,42,GEN,BSP,24892,69,24961,339883,191509,13.1892228921074
187,Isauli,SHIV KUMAR SINGH,M,38,GEN,MBCOI,11433,12,11445,339883,191509,6.04746027804051
187,Isauli,HAJI MOHD. DAUD KHAN,M,57,GEN,AIMIM,3863,2,3865,339883,191509,2.04223975313469
187,Isauli,None of the Above,,,,NOTA,2255,1,2256,339883,191509,1.19205507970812
187,Isauli,SHAHABUDDIN,M,40,GEN,IND,1808,1,1809,339883,191509,0.955863315244673
187,Isauli,HANSRAJ YADAV,M,40,GEN,IND,1356,4,1360,339883,191509,0.718614764363048
187,Isauli,RAM SUMER YADAV,M,60,GEN,IND,1232,1,1233,339883,191509,0.651508826808558
187,Isauli,MOHD. AKBAL,M,57,GEN,IND,1176,2,1178,339883,191509,0.622447200308582
187,Isauli,RAM MURTI,M,41,SC,BMUP,903,1,904,339883,191509,0.477667461017791
187,Isauli,RIZWAN,M,43,GEN,AIPJSP,547,0,547,339883,191509,0.289031085372491
188,Sultanpur,SURYA BHAN SINGH,M,66,GEN,BJP,86500,286,86786,360898,204858,42.6207126861274
188,Sultanpur,MUJEEB AHMAD,M,42,GEN,BSP,54251,142,54393,360898,204858,26.712470042824
188,Sultanpur,ANOOP SANDA,M,48,GEN,SP,53002,236,53238,360898,204858,26.1452481043492
188,Sultanpur,RAM DULAR PATHAK,M,57,GEN,SARSAMP,1857,2,1859,360898,204858,0.912957215259498
188,Sultanpur,None of the Above,,,,NOTA,1233,1,1234,360898,204858,0.606018936864024
188,Sultanpur,ASHUTOSH PANDEY,M,47,GEN,CPI,1201,0,1201,360898,204858,0.589812595764743
188,Sultanpur,LALJI SRIVASTAVA,M,67,GEN,PMSP,1070,1,1071,360898,204858,0.525969433858484
188,Sultanpur,UMESH SHUKLA,M,45,GEN,IND,982,0,982,360898,204858,0.482261423014969
188,Sultanpur,ANUJ KUMAR,M,36,GEN,RAJAP,962,0,962,360898,204858,0.472439398106314
188,Sultanpur,BASANT LAL,M,44,GEN,RLD,688,1,689,360898,204858,0.338368758103171
188,Sultanpur,SATISH SINGH,M,47,GEN,IND,477,0,477,360898,204858,0.234255294071426
188,Sultanpur,POONAM,F,30,GEN,BMUP,470,4,474,360898,204858,0.232781990335127
188,Sultanpur,ABDUL MABOOD IDARISI,M,48,GEN,ADPT,460,0,460,360898,204858,0.225906572899069
188,Sultanpur,DARSHAN,M,26,GEN,IND,436,0,436,360898,204858,0.214120143008683
188,Sultanpur,RAKESH KUMAR,M,26,SC,MBCOI,329,0,329,360898,204858,0.161572309747378
188,Sultanpur,DEEPSHIKHA,F,54,GEN,SATSHIP,267,0,267,360898,204858,0.131124032530547
189,Sadar,SITARAM,M,68,GEN,BJP,68760,190,68950,324237,189249,36.809848703247
189,Sadar,RAJ PRASAD UPADHAYAY,M,52,GEN,BSP,49971,206,50177,324237,189249,26.7876400055522
189,Sadar,ARUN VERMA,M,31,GEN,SP,49417,275,49692,324237,189249,26.5287164867549
189,Sadar,SANATYA KUMAR URF BABLOO,M,42,GEN,NINSHAD,10981,13,10994,324237,189249,5.86928900135601
189,Sadar,None of the Above,,,,NOTA,1933,2,1935,324237,189249,1.03302476056248
189,Sadar,AWDHESH NARAYAN,M,35,GEN,RLD,1217,2,1219,324237,189249,0.650778906008093
189,Sadar,CHHOTELAL,M,43,GEN,MBCOI,1081,1,1082,324237,189249,0.577639685234419
189,Sadar,GHANSHYAM,M,34,GEN,IND,959,0,959,324237,189249,0.511974545415719
189,Sadar,ROHIT MAURYA,M,26,GEN,IND,837,0,837,324237,189249,0.446843268522374
189,Sadar,GOVIND KUMAR,M,31,GEN,IND,837,0,837,324237,189249,0.446843268522374
189,Sadar,ABHISHESH,M,37,GEN,IND,740,2,742,324237,189249,0.396126290613622
189,Sadar,PREMCHANDRA,M,34,GEN,BMUP,698,1,699,324237,189249,0.373170184823345
189,Sadar,SATISH,M,34,GEN,IND,692,0,692,324237,189249,0.369433144345858
189,Sadar,ASHOK KUMAR,M,41,GEN,IND,434,0,434,324237,189249,0.231696509604194
190,Lambhua,DEOMANI DWIVEDI,M,54,GEN,BJP,78369,258,78627,350944,201692,39.3317892820161
190,Lambhua,VINOD SINGH,M,59,GEN,BSP,65476,248,65724,350944,201692,32.8772879388916
190,Lambhua,SANTOSH PANDEY,M,41,GEN,SP,47367,266,47633,350944,201692,23.8275798246184
190,Lambhua,None of the Above,,,,NOTA,1784,1,1785,350944,201692,0.89291520557059
190,Lambhua,ARVIND KUMAR YADAV,M,25,GEN,RLD,1702,0,1702,350944,201692,0.851395899093078
190,Lambhua,CHHOTE LAL,M,48,GEN,IND,1512,1,1513,350944,201692,0.75685193615031
190,Lambhua,JAI PRAKASH MAURYA,M,42,GEN,SUCI,840,2,842,350944,201692,0.421195856073074
190,Lambhua,SANJEEV,M,38,GEN,IND,836,0,836,350944,201692,0.418194460424097
190,Lambhua,BABULAL,M,42,GEN,BMUP,787,3,790,350944,201692,0.395183760448609
190,Lambhua,KAMLESH SHUKLA,M,40,GEN,IND,620,1,621,350944,201692,0.310644449669096
190,Lambhua,DR. H.R.YADAV,M,59,GEN,SSSP,508,0,508,350944,201692,0.2541181649467
190,Lambhua,BHASKAR DEV,M,61,GEN,PSAVKP,395,0,395,350944,201692,0.197591880224304
190,Lambhua,ARVIND KUMAR,M,35,GEN,IND,364,0,364,350944,201692,0.182084669371258
190,Lambhua,DR. SHIV SHANKAR INDIAN,M,33,GEN,MBCOI,352,0,352,350944,201692,0.176081878073304
191,Kadipur ,RAJESH GAUTAM,M,40,SC,BJP,87136,217,87353,358264,210538,42.0330093350014
191,Kadipur ,BHAGELURAM,M,59,SC,BSP,60562,187,60749,358264,210538,29.2315465306515
191,Kadipur ,ANGAD KUMAR,M,36,SC,INC,31901,141,32042,358264,210538,15.4181503223944
191,Kadipur ,SHITALA PRASAD,M,26,SC,NINSHAD,17260,6,17266,358264,210538,8.30815128476566
191,Kadipur ,HANSRAJ RAVI,M,63,SC,IND,3056,1,3057,358264,210538,1.47098450582235
191,Kadipur ,None of the Above,,,,NOTA,2716,2,2718,358264,210538,1.30786257338081
191,Kadipur ,RAMNAYAK,M,49,SC,RLD,1738,0,1738,358264,210538,0.83630064478876
191,Kadipur ,RAM SINGAAR,M,63,SC,IND,1644,0,1644,358264,210538,0.791069194495236
191,Kadipur ,RAM KEVAL,M,39,SC,IND,1023,0,1023,358264,210538,0.492252911173131
191,Kadipur ,RAKESH KUMAR,M,30,SC,BMUP,1000,0,1000,358264,210538,0.48118564142046
191,Kadipur ,MOTI,M,42,SC,MNVP,981,0,981,358264,210538,0.472043114233471
191,Kadipur ,BALIKARAN,M,28,SC,MBCOI,967,0,967,358264,210538,0.465306515253585
192,Kaimganj ,AMAR SINGH,M,72,SC,BJP,116166,138,116304,381567,233683,50.1918271699774
192,Kaimganj ,DR. SURABHI,F,32,SC,SP,79544,235,79779,381567,233683,34.4292008855553
192,Kaimganj ,RAM SWAROOP GAUTAM,M,63,SC,BSP,31349,88,31437,381567,233683,13.5668633128919
192,Kaimganj ,None of the Above,,,,NOTA,1964,0,1964,381567,233683,0.847578316840656
192,Kaimganj ,COMRADE HARISH CHANDRA NAGAR,M,52,SC,CPI,1270,0,1270,381567,233683,0.548077628506942
192,Kaimganj ,VIMLA DEVI,F,47,SC,IND,1144,1,1145,381567,233683,0.494132980031849
192,Kaimganj ,MANI RAM,M,62,SC,JAM,621,0,621,381567,233683,0.26799701362426
192,Kaimganj ,NITIN ANAND,M,33,SC,IND,597,2,599,381567,233683,0.258502755492644
192,Kaimganj ,RAM NIVASH,M,39,SC,BSCP,564,0,564,381567,233683,0.243398253919618
193,Amritpur,SUSHIL KUMAR SHAKYA,M,67,GEN,BJP,93367,135,93502,298668,174640,53.9258319395582
193,Amritpur,NARENDRA SINGH YADAV,M,67,GEN,SP,52728,267,52995,298668,174640,30.5640463694561
193,Amritpur,ARUN KUMAR MISHRA,M,49,GEN,BSP,16453,47,16500,298668,174640,9.51611973008824
193,Amritpur,SHISHU PRATAP SINGH,M,31,GEN,IND,3250,2,3252,298668,174640,1.87554068862103
193,Amritpur,SANJAY SOMBANSHI,M,41,GEN,JAM,2086,5,2091,298668,174640,1.20595190034027
193,Amritpur,BRIJENDRA SINGH,M,55,GEN,RLD,1285,1,1286,298668,174640,0.741680604417786
193,Amritpur,None of the Above,,,,NOTA,1248,2,1250,298668,174640,0.720918161370321
193,Amritpur,ASIF MIRZA,M,31,GEN,PSWAM,891,0,891,298668,174640,0.513870465424765
193,Amritpur,BANKELAL,M,61,GEN,IND,640,1,641,298668,174640,0.369686833150701
193,Amritpur,PRADEEP KUMAR,M,30,GEN,LD,613,0,613,298668,174640,0.353538266336006
193,Amritpur,PUNEET KUMAR,M,32,GEN,IND,521,0,521,298668,174640,0.30047868965915
193,Amritpur,RAJEEV,M,38,GEN,IND,423,0,423,298668,174640,0.243958705807717
193,Amritpur,RAGHUVEER SINGH GANGWAR,M,61,GEN,ABHM,347,0,347,298668,174640,0.200126881596401
193,Amritpur,UMESH KUMAR,M,42,GEN,BSRD,328,0,328,298668,174640,0.189168925543572
194,Farrukhabad,MEJOR SUNIL DUTT DWIVEDI,M,51,GEN,BJP,93264,362,93626,355345,207982,45.0942332978524
194,Farrukhabad,MOHD. UMAR KHAN,M,57,GEN,BSP,48010,189,48199,355345,207982,23.2146727482023
194,Farrukhabad,VIJAY SINGH,M,61,GEN,SP,35840,172,36012,355345,207982,17.3448991682039
194,Farrukhabad,MANOJ AGARWAL,M,52,GEN,IND,20550,106,20656,355345,207982,9.94880143336721
194,Farrukhabad,VEENA KUREEL,F,59,SC,IND,932,0,932,355345,207982,0.448890537175554
194,Farrukhabad,SARVESH SHAKYA,M,39,GEN,MD,876,2,878,355345,207982,0.422881857982979
194,Farrukhabad,SHANTI SWAROOP,M,38,GEN,IND,844,0,844,355345,207982,0.406506022935802
194,Farrukhabad,REHANA KHAN,F,59,GEN,IND,839,0,839,355345,207982,0.404097811899452
194,Farrukhabad,SARVENDRA SINGH,M,53,GEN,IND,809,0,809,355345,207982,0.389648545681355
194,Farrukhabad,DEEPAK KUMAR,M,48,GEN,IND,764,0,764,355345,207982,0.367974646354209
194,Farrukhabad,SURESH,M,45,GEN,IND,686,0,686,355345,207982,0.330406554187157
194,Farrukhabad,SURENDRA KUMAR,M,35,SC,RLD,660,0,660,355345,207982,0.317883856798139
194,Farrukhabad,VIJAY SINGH,M,31,GEN,IND,639,0,639,355345,207982,0.307769370445471
194,Farrukhabad,JANARDAN DUTT,M,40,GEN,PSWAM,453,3,456,355345,207982,0.219628846515078
194,Farrukhabad,SHYAM SREE,F,41,GEN,BSCP,397,0,397,355345,207982,0.191211956286153
194,Farrukhabad,MANOJ KUMAR,M,27,GEN,IND,372,0,372,355345,207982,0.179170901104406
194,Farrukhabad,None of the Above,,,,NOTA,359,0,359,355345,207982,0.172909552409897
194,Farrukhabad,JAYVEER,M,35,SC,RPI,231,0,231,355345,207982,0.111259349879349
194,Farrukhabad,HANSRAM,M,38,GEN,IND,229,0,229,355345,207982,0.110296065464809
